GAME_ID,GAME_DATE,TEAM_ID,TEAM_ABBREVIATION,MATCHUP,WL,PTS,REB,OREB,DREB,AST,TOV,FGA,FGM,FTA,FTM,HOME,WIN,PTS_ALLOWED
0022300757,2024-02-10,1610612744,GSW,GSW vs. PHX,W,113,52,13,39,33,14,101,45,11,6,1,1,112.0
0022300769,2024-02-12,1610612744,GSW,GSW @ UTA,W,129,51,12,39,31,13,100,48,17,13,0,1,107.0
0022300789,2024-02-14,1610612744,GSW,GSW vs. LAC,L,125,47,13,34,34,9,103,47,18,13,1,0,130.0
0022300576,2024-02-15,1610612744,GSW,GSW @ UTA,W,140,41,13,28,42,13,92,49,28,22,0,1,137.0
0022300802,2024-02-22,1610612744,GSW,GSW vs. LAL,W,128,48,15,33,32,9,107,50,14,12,1,1,110.0
0022300811,2024-02-23,1610612744,GSW,GSW vs. CHA,W,97,53,13,40,28,22,89,38,10,8,1,1,84.0
0022300824,2024-02-25,1610612744,GSW,GSW vs. DEN,L,103,42,11,31,27,17,81,35,29,22,1,0,119.0
0022300834,2024-02-27,1610612744,GSW,GSW @ WAS,W,123,44,9,35,39,19,94,47,11,8,0,1,112.0
0022300852,2024-02-29,1610612744,GSW,GSW @ NYK,W,110,53,16,37,26,11,98,44,16,8,0,1,99.0
0022300860,2024-03-01,1610612744,GSW,GSW @ TOR,W,120,56,15,41,26,14,98,44,18,14,0,1,105.0
0022300872,2024-03-03,1610612744,GSW,GSW @ BOS,L,88,46,12,34,24,17,92,36,13,9,0,0,140.0
0022300899,2024-03-06,1610612744,GSW,GSW vs. MIL,W,125,50,8,42,37,16,91,51,7,4,1,1,90.0
0022300907,2024-03-07,1610612744,GSW,GSW vs. CHI,L,122,48,13,35,31,11,97,44,28,23,1,0,125.0
0022300921,2024-03-09,1610612744,GSW,GSW vs. SAS,L,113,39,9,30,26,12,88,41,29,21,1,0,126.0
0022300936,2024-03-11,1610612744,GSW,GSW @ SAS,W,112,45,10,35,28,14,93,46,12,8,0,1,102.0
0022300952,2024-03-13,1610612744,GSW,GSW @ DAL,L,99,42,15,27,19,17,92,37,19,16,0,0,109.0
0022300973,2024-03-16,1610612744,GSW,GSW @ LAL,W,128,45,14,31,38,7,97,51,15,12,0,1,121.0
0022300988,2024-03-18,1610612744,GSW,GSW vs. NYK,L,112,39,12,27,29,13,88,42,18,14,1,0,119.0
0022301001,2024-03-20,1610612744,GSW,GSW vs. MEM,W,137,48,13,35,43,7,100,58,6,2,1,1,116.0
0022301016,2024-03-22,1610612744,GSW,GSW vs. IND,L,111,64,24,40,24,14,106,43,16,11,1,0,123.0
0022301031,2024-03-24,1610612744,GSW,GSW @ MIN,L,110,41,7,34,23,13,85,38,26,20,0,0,114.0
0022301044,2024-03-26,1610612744,GSW,GSW @ MIA,W,113,43,7,36,31,12,85,47,10,6,0,1,92.0
0022301049,2024-03-27,1610612744,GSW,GSW @ ORL,W,101,52,12,40,26,13,90,40,13,11,0,1,93.0
0022301062,2024-03-29,1610612744,GSW,GSW @ CHA,W,115,50,11,39,35,13,89,48,9,8,0,1,97.0
0022301085,2024-03-31,1610612744,GSW,GSW @ SAS,W,117,41,12,29,34,16,92,45,13,11,0,1,113.0
0022300589,2024-04-02,1610612744,GSW,GSW vs. DAL,W,104,52,11,41,29,17,90,41,7,7,1,1,100.0
0022301113,2024-04-04,1610612744,GSW,GSW @ HOU,W,133,43,12,31,29,21,80,47,25,22,0,1,110.0
0022301097,2024-04-05,1610612744,GSW,GSW @ DAL,L,106,44,11,33,27,15,93,41,18,12,0,0,108.0
0022301142,2024-04-07,1610612744,GSW,GSW vs. UTA,W,118,47,11,36,32,16,92,49,6,6,1,1,110.0
0022301155,2024-04-09,1610612744,GSW,GSW @ LAL,W,134,42,4,38,37,15,80,47,21,14,0,1,120.0
0022301169,2024-04-11,1610612744,GSW,GSW @ POR,W,100,46,10,36,24,16,77,36,20,16,0,1,92.0
0022301182,2024-04-12,1610612744,GSW,GSW vs. NOP,L,109,53,11,42,27,16,86,40,21,16,1,0,114.0
0022301198,2024-04-14,1610612744,GSW,GSW vs. UTA,W,123,42,12,30,35,9,94,45,23,19,1,1,116.0
0022300066,2023-10-25,1610612745,HOU,HOU @ ORL,L,86,31,7,24,19,19,79,32,16,10,0,0,116.0
0022300083,2023-10-27,1610612745,HOU,HOU @ SAS,L,122,43,11,32,30,18,100,52,20,10,0,0,126.0
0022300096,2023-10-29,1610612745,HOU,HOU vs. GSW,L,95,42,10,32,22,7,90,34,19,18,1,0,106.0
0022300122,2023-11-01,1610612745,HOU,HOU vs. CHA,W,128,38,7,31,35,17,84,44,23,19,1,1,119.0
0022300137,2023-11-04,1610612745,HOU,HOU vs. SAC,W,107,53,10,43,28,11,87,40,20,14,1,1,89.0
0022300153,2023-11-06,1610612745,HOU,HOU vs. SAC,W,122,39,5,34,28,11,75,43,27,21,1,1,97.0
0022300163,2023-11-08,1610612745,HOU,HOU vs. LAL,W,128,57,14,43,26,13,93,51,19,12,1,1,94.0
0022300011,2023-11-10,1610612745,HOU,HOU vs. NOP,W,104,42,9,33,20,9,88,36,28,22,1,1,101.0
0022300182,2023-11-12,1610612745,HOU,HOU vs. DEN,W,107,45,12,33,20,9,87,37,29,23,1,1,104.0
0022300037,2023-11-17,1610612745,HOU,HOU @ LAC,L,100,47,12,35,24,17,88,38,20,14,0,0,106.0
0022300216,2023-11-19,1610612745,HOU,HOU @ LAL,L,104,34,6,28,35,18,84,41,10,8,0,0,105.0
0022300224,2023-11-20,1610612745,HOU,HOU @ GSW,L,116,48,15,33,28,8,95,44,19,15,0,0,121.0
0022300231,2023-11-22,1610612745,HOU,HOU vs. MEM,W,111,49,6,43,22,7,92,40,20,17,1,1,91.0
0022300048,2023-11-24,1610612745,HOU,HOU vs. DEN,W,105,49,6,43,25,14,82,40,15,13,1,1,86.0
0022300059,2023-11-28,1610612745,HOU,HOU @ DAL,L,115,40,10,30,33,12,85,42,29,23,0,0,121.0
0022300263,2023-11-29,1610612745,HOU,HOU @ DEN,L,124,35,8,27,27,9,86,47,19,14,0,0,134.0
0022300291,2023-12-02,1610612745,HOU,HOU @ LAL,L,97,54,11,43,24,17,89,36,18,14,0,0,107.0
0022301212,2023-12-06,1610612745,HOU,HOU vs. OKC,W,110,53,10,43,28,21,83,40,22,15,1,1,101.0
0022301224,2023-12-08,1610612745,HOU,HOU @ DEN,W,114,47,11,36,21,10,82,35,42,31,0,1,106.0
0022300298,2023-12-11,1610612745,HOU,HOU vs. SAS,W,93,60,15,45,20,16,93,32,20,17,1,1,82.0
0022300314,2023-12-13,1610612745,HOU,HOU vs. MEM,W,117,58,15,43,23,19,86,39,37,27,1,1,104.0
0022300332,2023-12-15,1610612745,HOU,HOU @ MEM,W,103,51,15,36,18,11,88,32,32,28,0,1,96.0
0022300346,2023-12-17,1610612745,HOU,HOU @ MIL,L,119,31,6,25,26,10,85,45,21,18,0,0,128.0
0022300349,2023-12-18,1610612745,HOU,HOU @ CLE,L,130,47,15,32,34,14,102,47,27,24,0,0,135.0
0022300371,2023-12-20,1610612745,HOU,HOU vs. ATL,L,127,37,8,29,25,9,89,44,23,23,1,0,134.0
0022300385,2023-12-22,1610612745,HOU,HOU vs. DAL,W,122,63,12,51,21,17,95,46,23,19,1,1,96.0
0022300392,2023-12-23,1610612745,HOU,HOU @ NOP,W,106,44,13,31,21,12,82,35,35,27,0,1,104.0
0022300409,2023-12-26,1610612745,HOU,HOU vs. IND,L,117,44,15,29,19,11,97,47,22,18,1,0,123.0
0022300418,2023-12-27,1610612745,HOU,HOU vs. PHX,L,113,33,9,24,20,10,96,40,22,16,1,0,129.0
0022300434,2023-12-29,1610612745,HOU,HOU vs. PHI,L,127,42,14,28,30,17,91,49,21,15,1,0,131.0
0022300453,2024-01-01,1610612745,HOU,HOU vs. DET,W,136,39,6,33,34,10,91,51,24,19,1,1,113.0
0022300469,2024-01-03,1610612745,HOU,HOU vs. BKN,W,112,48,5,43,27,16,76,37,27,19,1,1,101.0
0022300485,2024-01-05,1610612745,HOU,HOU vs. MIN,L,95,38,7,31,18,15,90,36,15,11,1,0,122.0
0022300496,2024-01-06,1610612745,HOU,HOU vs. MIL,W,112,46,7,39,22,10,83,36,32,27,1,1,108.0
0022300509,2024-01-08,1610612745,HOU,HOU @ MIA,L,113,42,12,30,20,12,88,37,28,25,0,0,120.0
0022300523,2024-01-10,1610612745,HOU,HOU @ CHI,L,119,50,9,41,29,14,101,48,20,12,0,0,124.0
0022300534,2024-01-12,1610612745,HOU,HOU @ DET,W,112,41,10,31,21,9,90,41,25,22,0,1,110.0
0022300542,2024-01-13,1610612745,HOU,HOU @ BOS,L,113,50,15,35,20,13,99,40,30,26,0,0,145.0
0022300555,2024-01-15,1610612745,HOU,HOU @ PHI,L,115,46,16,30,21,13,88,44,32,19,0,0,124.0
0022300573,2024-01-17,1610612745,HOU,HOU @ NYK,L,94,38,6,32,23,10,84,35,19,16,0,0,109.0
0022300598,2024-01-20,1610612745,HOU,HOU vs. UTA,W,127,56,23,33,27,7,117,50,22,14,1,1,126.0
0022300603,2024-01-21,1610612745,HOU,HOU vs. BOS,L,107,49,11,38,26,15,94,41,22,15,1,0,116.0
0022300623,2024-01-24,1610612745,HOU,HOU vs. POR,L,131,37,8,29,29,8,94,50,22,19,1,0,137.0
0022300635,2024-01-26,1610612745,HOU,HOU @ CHA,W,138,53,11,42,34,14,89,50,31,25,0,1,104.0
0022300645,2024-01-27,1610612745,HOU,HOU @ BKN,L,104,55,15,40,20,17,94,37,23,20,0,0,106.0
0022300662,2024-01-29,1610612745,HOU,HOU vs. LAL,W,135,56,14,42,36,15,98,52,25,19,1,1,119.0
0022300679,2024-01-31,1610612745,HOU,HOU vs. NOP,L,99,29,5,24,19,5,87,35,17,16,1,0,110.0
0022300692,2024-02-02,1610612745,HOU,HOU vs. TOR,W,135,49,7,42,30,15,93,55,17,14,1,1,106.0
0022300709,2024-02-04,1610612745,HOU,HOU @ MIN,L,90,41,10,31,20,11,88,31,27,18,0,0,111.0
0022300719,2024-02-06,1610612745,HOU,HOU @ IND,L,129,48,20,28,26,15,97,50,23,17,0,0,132.0
0022300744,2024-02-09,1610612745,HOU,HOU @ TOR,L,104,48,12,36,22,22,85,38,16,13,0,0,107.0
0022300754,2024-02-10,1610612745,HOU,HOU @ ATL,L,113,58,16,42,22,17,100,44,19,12,0,0,122.0
0022300765,2024-02-12,1610612745,HOU,HOU vs. NYK,W,105,39,12,27,22,12,80,36,33,23,1,1,103.0
0022300783,2024-02-14,1610612745,HOU,HOU @ MEM,L,113,56,22,34,20,9,102,42,28,18,0,0,121.0
0022300798,2024-02-22,1610612745,HOU,HOU @ NOP,L,105,44,12,32,27,24,82,36,28,18,0,0,127.0
0022300806,2024-02-23,1610612745,HOU,HOU vs. PHX,W,114,54,17,37,25,14,93,37,34,25,1,1,110.0
0022300822,2024-02-25,1610612745,HOU,HOU vs. OKC,L,110,50,13,37,18,18,93,38,23,18,1,0,123.0
0022300841,2024-02-27,1610612745,HOU,HOU @ OKC,L,95,46,12,34,22,15,95,37,18,12,0,0,112.0
0022300854,2024-02-29,1610612745,HOU,HOU @ PHX,L,105,58,19,39,14,13,99,33,31,28,0,0,110.0
0022300870,2024-03-02,1610612745,HOU,HOU @ PHX,W,118,49,13,36,27,13,96,42,26,18,0,1,109.0
0022300891,2024-03-05,1610612745,HOU,HOU vs. SAS,W,114,51,16,35,23,7,105,49,11,7,1,1,101.0
0022300897,2024-03-06,1610612745,HOU,HOU vs. LAC,L,116,38,13,25,33,8,94,45,17,10,1,0,122.0
0022300916,2024-03-08,1610612745,HOU,HOU @ POR,W,123,47,14,33,33,7,94,45,26,19,0,1,107.0
0022300929,2024-03-10,1610612745,HOU,HOU @ SAC,W,112,42,6,36,23,12,84,39,27,22,0,1,104.0
0022300942,2024-03-12,1610612745,HOU,HOU @ SAS,W,103,36,8,28,21,13,80,37,21,19,0,1,101.0
0022300957,2024-03-14,1610612745,HOU,HOU vs. WAS,W,135,47,8,39,24,19,87,51,24,21,1,1,119.0
0022300967,2024-03-16,1610612745,HOU,HOU vs. CLE,W,117,48,11,37,28,10,98,47,12,8,1,1,103.0
0022300992,2024-03-19,1610612745,HOU,HOU @ WAS,W,137,47,12,35,25,7,91,47,36,30,0,1,114.0
0022301006,2024-03-21,1610612745,HOU,HOU vs. CHI,W,127,49,13,36,27,16,93,47,20,16,1,1,117.0
0022301024,2024-03-23,1610612745,HOU,HOU vs. UTA,W,147,44,12,32,31,9,97,54,14,12,1,1,119.0
0022301038,2024-03-25,1610612745,HOU,HOU vs. POR,W,110,45,13,32,19,9,93,37,25,24,1,1,92.0
0022301057,2024-03-27,1610612745,HOU,HOU @ OKC,W,132,50,16,34,25,16,104,50,23,17,0,1,126.0
0022301072,2024-03-29,1610612745,HOU,HOU @ UTA,W,101,45,15,30,19,10,91,35,28,18,0,1,100.0
0022301083,2024-03-31,1610612745,HOU,HOU vs. DAL,L,107,43,12,31,22,12,92,39,19,16,1,0,125.0
0022301098,2024-04-02,1610612745,HOU,HOU @ MIN,L,106,37,12,25,23,15,92,41,14,10,0,0,113.0
0022301113,2024-04-04,1610612745,HOU,HOU vs. GSW,L,110,29,12,17,23,12,86,36,30,26,1,0,133.0
0022301120,2024-04-05,1610612745,HOU,HOU vs. MIA,L,104,45,12,33,25,9,90,34,25,22,1,0,119.0
0022301131,2024-04-07,1610612745,HOU,HOU @ DAL,L,136,32,4,28,31,11,93,46,35,27,0,0,147.0
0022301150,2024-04-09,1610612745,HOU,HOU vs. ORL,W,118,37,6,31,29,12,86,45,18,13,1,1,106.0
0022301168,2024-04-11,1610612745,HOU,HOU @ UTA,L,121,39,16,23,22,10,95,40,22,20,0,0,124.0
0022301183,2024-04-12,1610612745,HOU,HOU @ POR,W,116,48,10,38,25,9,92,44,20,17,0,1,107.0
0022301199,2024-04-14,1610612745,HOU,HOU @ LAC,W,116,59,17,42,31,18,103,50,14,5,0,1,105.0
0022300074,2023-10-25,1610612746,LAC,LAC vs. POR,W,123,45,14,31,36,18,90,47,16,13,1,1,111.0
0022300085,2023-10-27,1610612746,LAC,LAC @ UTA,L,118,36,6,30,17,16,77,41,28,22,0,0,120.0
0022300099,2023-10-29,1610612746,LAC,LAC vs. SAS,W,123,48,9,39,23,16,91,47,21,13,1,1,83.0
0022300114,2023-10-31,1610612746,LAC,LAC vs. ORL,W,118,44,9,35,29,16,89,44,23,16,1,1,102.0
0022300127,2023-11-01,1610612746,LAC,LAC @ LAL,L,125,46,12,34,22,13,99,47,27,17,0,0,130.0
0022300151,2023-11-06,1610612746,LAC,LAC @ NYK,L,97,31,7,24,21,22,73,36,16,14,0,0,111.0
0022300160,2023-11-08,1610612746,LAC,LAC @ BKN,L,93,51,11,40,22,16,91,36,13,13,0,0,100.0
0022300014,2023-11-10,1610612746,LAC,LAC @ DAL,L,126,47,19,28,21,14,88,43,36,32,0,0,144.0
0022300179,2023-11-12,1610612746,LAC,LAC vs. MEM,L,101,41,8,33,26,16,85,37,23,15,1,0,105.0
0022300024,2023-11-14,1610612746,LAC,LAC @ DEN,L,108,42,14,28,21,11,86,37,24,21,0,0,111.0
0022300037,2023-11-17,1610612746,LAC,LAC vs. HOU,W,106,47,8,39,22,14,83,36,30,21,1,1,100.0
0022300223,2023-11-20,1610612746,LAC,LAC @ SAS,W,124,51,10,41,30,7,95,45,25,22,0,1,99.0
0022300235,2023-11-22,1610612746,LAC,LAC @ SAS,W,109,50,11,39,29,16,85,39,29,22,0,1,102.0
0022300052,2023-11-24,1610612746,LAC,LAC vs. NOP,L,106,39,8,31,27,11,92,42,17,11,1,0,116.0
0022300244,2023-11-25,1610612746,LAC,LAC vs. DAL,W,107,57,17,40,25,13,88,38,31,23,1,1,88.0
0022300257,2023-11-27,1610612746,LAC,LAC vs. DEN,L,104,49,16,33,18,13,85,35,34,28,1,0,113.0
0022300264,2023-11-29,1610612746,LAC,LAC @ SAC,W,131,37,8,29,28,7,93,50,22,17,0,1,117.0
0022300273,2023-11-30,1610612746,LAC,LAC @ GSW,L,114,43,15,28,26,6,95,42,24,18,0,0,120.0
0022300280,2023-12-02,1610612746,LAC,LAC vs. GSW,W,113,40,5,35,31,11,90,44,14,12,1,1,112.0
0022301215,2023-12-06,1610612746,LAC,LAC vs. DEN,W,111,51,13,38,21,11,87,40,25,19,1,1,102.0
0022301225,2023-12-08,1610612746,LAC,LAC @ UTA,W,117,40,11,29,23,14,88,43,21,16,0,1,103.0
0022300304,2023-12-11,1610612746,LAC,LAC vs. POR,W,132,35,9,26,33,9,89,49,22,21,1,1,127.0
0022300309,2023-12-12,1610612746,LAC,LAC vs. SAC,W,119,49,6,43,21,17,84,44,21,20,1,1,99.0
0022300325,2023-12-14,1610612746,LAC,LAC vs. GSW,W,121,40,10,30,27,14,81,41,30,26,1,1,113.0
0022300343,2023-12-16,1610612746,LAC,LAC vs. NYK,W,144,42,8,34,36,9,88,50,34,28,1,1,122.0
0022300350,2023-12-18,1610612746,LAC,LAC @ IND,W,151,46,14,32,26,11,98,56,23,20,0,1,127.0
0022300372,2023-12-20,1610612746,LAC,LAC @ DAL,W,120,44,7,37,27,14,77,43,25,23,0,1,111.0
0022300379,2023-12-21,1610612746,LAC,LAC @ OKC,L,115,40,12,28,23,16,93,44,12,10,0,0,134.0
0022300389,2023-12-23,1610612746,LAC,LAC vs. BOS,L,108,34,9,25,25,11,89,41,15,15,1,0,145.0
0022300414,2023-12-26,1610612746,LAC,LAC vs. CHA,W,113,45,11,34,24,13,85,40,25,19,1,1,104.0
0022300438,2023-12-29,1610612746,LAC,LAC vs. MEM,W,117,54,11,43,28,18,87,43,25,20,1,1,106.0
0022300458,2024-01-01,1610612746,LAC,LAC vs. MIA,W,121,37,6,31,25,17,80,47,14,13,1,1,104.0
0022300473,2024-01-03,1610612746,LAC,LAC @ PHX,W,131,36,10,26,25,14,76,42,32,29,0,1,122.0
0022300486,2024-01-05,1610612746,LAC,LAC @ NOP,W,111,50,10,40,28,15,82,40,20,16,0,1,95.0
0022300505,2024-01-07,1610612746,LAC,LAC @ LAL,L,103,40,13,27,21,16,91,36,19,17,0,0,106.0
0022300511,2024-01-08,1610612746,LAC,LAC vs. PHX,W,138,44,11,33,32,14,85,53,23,17,1,1,111.0
0022300526,2024-01-10,1610612746,LAC,LAC vs. TOR,W,126,36,11,25,34,7,93,49,13,13,1,1,120.0
0022300537,2024-01-12,1610612746,LAC,LAC @ MEM,W,128,43,11,32,22,12,89,49,20,15,0,1,119.0
0022300553,2024-01-14,1610612746,LAC,LAC @ MIN,L,105,34,7,27,28,11,83,36,18,16,0,0,109.0
0022300568,2024-01-16,1610612746,LAC,LAC vs. OKC,W,128,39,12,27,30,10,87,47,23,14,1,1,117.0
0022300600,2024-01-21,1610612746,LAC,LAC vs. BKN,W,125,45,8,37,26,11,83,42,33,28,1,1,114.0
0022300618,2024-01-23,1610612746,LAC,LAC vs. LAL,W,127,36,6,30,33,15,88,52,12,9,1,1,116.0
0022300637,2024-01-26,1610612746,LAC,LAC @ TOR,W,127,50,12,38,29,11,95,48,24,22,0,1,107.0
0022300646,2024-01-27,1610612746,LAC,LAC @ BOS,W,115,58,15,43,28,8,102,45,18,15,0,1,96.0
0022300658,2024-01-29,1610612746,LAC,LAC @ CLE,L,108,37,6,31,28,13,80,38,28,21,0,0,118.0
0022300676,2024-01-31,1610612746,LAC,LAC @ WAS,W,125,52,18,34,25,8,100,47,22,19,0,1,109.0
0022300688,2024-02-02,1610612746,LAC,LAC @ DET,W,136,36,7,29,31,11,89,53,19,16,0,1,125.0
0022300708,2024-02-04,1610612746,LAC,LAC @ MIA,W,103,48,9,39,23,17,77,34,22,19,0,1,95.0
0022300716,2024-02-05,1610612746,LAC,LAC @ ATL,W,149,36,8,28,32,8,89,52,31,24,0,1,144.0
0022300731,2024-02-07,1610612746,LAC,LAC vs. NOP,L,106,37,8,29,23,19,78,36,26,22,1,0,117.0
0022300749,2024-02-10,1610612746,LAC,LAC vs. DET,W,112,35,0,35,20,11,82,37,26,25,1,1,106.0
0022300770,2024-02-12,1610612746,LAC,LAC vs. MIN,L,100,36,10,26,20,13,84,34,26,23,1,0,121.0
0022300789,2024-02-14,1610612746,LAC,LAC @ GSW,W,130,48,12,36,28,12,88,44,37,29,0,1,125.0
0022300799,2024-02-22,1610612746,LAC,LAC @ OKC,L,107,42,11,31,27,14,93,42,13,11,0,0,129.0
0022300807,2024-02-23,1610612746,LAC,LAC @ MEM,W,101,51,14,37,20,21,84,37,17,15,0,1,95.0
0022300827,2024-02-25,1610612746,LAC,LAC vs. SAC,L,107,39,10,29,23,16,82,40,20,19,1,0,123.0
0022300848,2024-02-28,1610612746,LAC,LAC vs. LAL,L,112,36,9,27,29,14,89,45,16,12,1,0,116.0
0022300865,2024-03-01,1610612746,LAC,LAC vs. WAS,W,140,49,9,40,32,9,94,54,25,19,1,1,115.0
0022300873,2024-03-03,1610612746,LAC,LAC @ MIN,W,89,40,7,33,17,9,85,32,17,15,0,1,88.0
0022300880,2024-03-04,1610612746,LAC,LAC @ MIL,L,106,38,5,33,25,14,84,37,25,16,0,0,113.0
0022300897,2024-03-06,1610612746,LAC,LAC @ HOU,W,122,41,8,33,19,9,80,44,26,22,0,1,116.0
0022300917,2024-03-09,1610612746,LAC,LAC vs. CHI,W,112,45,9,36,29,16,84,42,18,16,1,1,102.0
0022300924,2024-03-10,1610612746,LAC,LAC vs. MIL,L,117,52,17,35,30,10,104,47,10,9,1,0,124.0
0022300944,2024-03-12,1610612746,LAC,LAC vs. MIN,L,100,34,8,26,22,18,72,34,25,21,1,0,118.0
0022300956,2024-03-14,1610612746,LAC,LAC @ CHI,W,126,35,6,29,32,10,80,48,14,10,0,1,111.0
0022300964,2024-03-15,1610612746,LAC,LAC @ NOP,L,104,37,5,32,18,15,77,37,19,18,0,0,112.0
0022300982,2024-03-17,1610612746,LAC,LAC vs. ATL,L,93,40,10,30,17,16,74,28,29,26,1,0,110.0
0022301003,2024-03-20,1610612746,LAC,LAC @ POR,W,116,42,8,34,29,12,86,45,15,13,0,1,103.0
0022301017,2024-03-22,1610612746,LAC,LAC @ POR,W,125,40,7,33,26,17,77,44,27,23,0,1,117.0
0022301028,2024-03-24,1610612746,LAC,LAC vs. PHI,L,107,37,10,27,27,14,83,40,18,17,1,0,121.0
0022301043,2024-03-25,1610612746,LAC,LAC vs. IND,L,116,36,11,25,26,10,85,46,22,18,1,0,133.0
0022301052,2024-03-27,1610612746,LAC,LAC @ PHI,W,108,43,11,32,28,8,90,40,20,14,0,1,107.0
0022301064,2024-03-29,1610612746,LAC,LAC @ ORL,W,100,41,12,29,19,17,85,41,12,10,0,1,97.0
0022301079,2024-03-31,1610612746,LAC,LAC @ CHA,W,130,41,7,34,28,10,75,43,34,30,0,1,118.0
0022301101,2024-04-02,1610612746,LAC,LAC @ SAC,L,95,38,9,29,18,16,76,31,27,22,0,0,109.0
0022301114,2024-04-04,1610612746,LAC,LAC vs. DEN,W,102,48,7,41,22,7,90,34,32,27,1,1,100.0
0022301126,2024-04-05,1610612746,LAC,LAC vs. UTA,W,131,51,8,43,32,15,91,51,18,16,1,1,102.0
0022301132,2024-04-07,1610612746,LAC,LAC vs. CLE,W,120,48,11,37,26,16,84,41,24,24,1,1,118.0
0022301156,2024-04-09,1610612746,LAC,LAC @ PHX,W,105,63,10,53,28,21,87,41,11,11,0,1,92.0
0022301165,2024-04-10,1610612746,LAC,LAC vs. PHX,L,108,44,9,35,23,13,95,44,10,8,1,0,124.0
0022301184,2024-04-12,1610612746,LAC,LAC vs. UTA,L,109,44,20,24,23,13,96,43,19,13,1,0,110.0
0022301199,2024-04-14,1610612746,LAC,LAC vs. HOU,L,105,51,16,35,23,12,104,41,17,15,1,0,116.0
0022300061,2023-10-24,1610612747,LAL,LAL @ DEN,L,107,44,13,31,23,12,90,41,20,15,0,0,119.0
0022300076,2023-10-26,1610612747,LAL,LAL vs. PHX,W,100,42,8,34,24,16,84,36,29,23,1,1,95.0
0022300100,2023-10-29,1610612747,LAL,LAL @ SAC,L,127,53,8,45,27,12,98,43,34,26,0,0,132.0
0022300111,2023-10-30,1610612747,LAL,LAL vs. ORL,W,106,40,3,37,28,16,79,42,18,14,1,1,103.0
0022300127,2023-11-01,1610612747,LAL,LAL vs. LAC,W,130,51,9,42,28,14,90,46,36,27,1,1,125.0
0022300134,2023-11-04,1610612747,LAL,LAL @ ORL,L,101,40,10,30,17,17,84,37,21,19,0,0,120.0
0022300150,2023-11-06,1610612747,LAL,LAL @ MIA,L,107,38,5,33,28,17,81,44,14,11,0,0,108.0
0022300163,2023-11-08,1610612747,LAL,LAL @ HOU,L,94,34,5,29,20,9,85,36,24,15,0,0,128.0
0022300015,2023-11-10,1610612747,LAL,LAL @ PHX,W,122,43,9,34,27,11,84,42,34,26,0,1,119.0
0022300187,2023-11-12,1610612747,LAL,LAL vs. POR,W,116,41,7,34,27,9,84,41,37,30,1,1,110.0
0022300026,2023-11-14,1610612747,LAL,LAL vs. MEM,W,134,54,10,44,30,19,81,47,24,18,1,1,107.0
0022300198,2023-11-15,1610612747,LAL,LAL vs. SAC,L,110,43,7,36,25,23,83,42,19,15,1,0,125.0
0022300036,2023-11-17,1610612747,LAL,LAL @ POR,W,107,44,11,33,27,18,81,40,22,15,0,1,95.0
0022300216,2023-11-19,1610612747,LAL,LAL vs. HOU,W,105,42,10,32,26,18,83,39,29,21,1,1,104.0
0022300042,2023-11-21,1610612747,LAL,LAL vs. UTA,W,131,52,9,43,35,15,86,49,27,22,1,1,99.0
0022300238,2023-11-22,1610612747,LAL,LAL vs. DAL,L,101,51,9,42,26,13,84,39,19,12,1,0,104.0
0022300242,2023-11-25,1610612747,LAL,LAL @ CLE,W,121,44,9,35,34,18,90,47,21,18,0,1,115.0
0022300255,2023-11-27,1610612747,LAL,LAL @ PHI,L,94,32,6,26,23,17,83,39,13,9,0,0,138.0
0022300258,2023-11-29,1610612747,LAL,LAL @ DET,W,133,49,8,41,28,12,88,45,38,31,0,1,107.0
0022300271,2023-11-30,1610612747,LAL,LAL @ OKC,L,110,41,7,34,24,14,81,36,32,27,0,0,133.0
0022300291,2023-12-02,1610612747,LAL,LAL vs. HOU,W,107,48,9,39,24,12,89,40,27,19,1,1,97.0
0022301203,2023-12-05,1610612747,LAL,LAL vs. PHX,W,106,45,21,24,24,10,102,38,25,21,1,1,103.0
0022301230,2023-12-07,1610612747,LAL,LAL vs. NOP,W,133,59,11,48,31,15,86,47,29,22,1,1,89.0
0022300306,2023-12-12,1610612747,LAL,LAL @ DAL,L,125,40,10,30,34,15,91,49,18,12,0,0,127.0
0022300316,2023-12-13,1610612747,LAL,LAL @ SAS,W,122,46,5,41,31,16,91,49,17,10,0,1,119.0
0022300331,2023-12-15,1610612747,LAL,LAL @ SAS,L,115,43,9,34,32,6,89,43,28,18,0,0,129.0
0022300359,2023-12-18,1610612747,LAL,LAL vs. NYK,L,109,41,9,32,29,10,99,42,13,12,1,0,114.0
0022300370,2023-12-20,1610612747,LAL,LAL @ CHI,L,108,40,8,32,27,14,94,42,15,12,0,0,124.0
0022300380,2023-12-21,1610612747,LAL,LAL @ MIN,L,111,38,7,31,21,18,83,41,24,19,0,0,118.0
0022300397,2023-12-23,1610612747,LAL,LAL @ OKC,W,129,44,8,36,37,9,90,47,23,19,0,1,120.0
0022300403,2023-12-25,1610612747,LAL,LAL vs. BOS,L,115,43,13,30,24,12,90,43,21,16,1,0,126.0
0022300428,2023-12-28,1610612747,LAL,LAL vs. CHA,W,133,42,5,37,41,11,97,52,14,14,1,1,112.0
0022300443,2023-12-30,1610612747,LAL,LAL @ MIN,L,106,39,8,31,23,10,88,37,32,25,0,0,108.0
